patinho_feio_cpu_device prog_8bit
systeme_state banked_decrypted_opcodes_map
systeme_state io_map
systeme_state vdp1_map
systeme_state vdp2_map
h8_state h8_mem
h8_state h8_io
kaypro_state kaypro_map
kaypro_state kayproii_io
kaypro_state kaypro484_io
gamecube_state ppc_mem
slc1_state mem_map
slc1_state io_map
ecoinfr_state memmap
ecoinfr_state portmap
tapatune_state video_map
tapatune_state maincpu_map
tapatune_state maincpu_io_map
c64_state c64_mem
c64_state vic_videoram_map
c64_state vic_colorram_map
octopus_state octopus_mem
octopus_state octopus_io
octopus_state octopus_sub_mem
octopus_state octopus_sub_io
octopus_state octopus_vram
moo_state moo_map
moo_state moobl_map
moo_state bucky_map
moo_state sound_map
yuvomz80_state mem_map
yuvomz80_state io_map
yuvomz80_state audio_mem_map
yuvomz80_state audio_io_map
yuvomz80_state hexapres_audio_io_map
blockhl_state main_map
blockhl_state bank5800_map
blockhl_state audio_map
model1_state model1_mem
model1_state model1_io
model1_state model1_vr_mem
model1_state model1_vr_io
model1_state polhemus_map
picno_state mem_map
picno_state io_map
lola8a_state lola8a_mem
lola8a_state lola8a_io
ssv_state dsp_prg_map
ssv_state dsp_data_map
ssv_state drifto94_map
ssv_state gdfs_map
ssv_state hypreact_map
ssv_state hypreac2_map
ssv_state janjans1_map
ssv_state keithlcy_map
ssv_state meosism_map
ssv_state mslider_map
ssv_state ryorioh_map
ssv_state srmp4_map
ssv_state srmp7_map
ssv_state survarts_map
ssv_state sxyreact_map
ssv_state twineag2_map
ssv_state ultrax_map
ssv_state jsk_map
ssv_state jsk_v810_mem
ssv_state eaglshot_map
hankin_state hankin_map
hankin_state hankin_sub_map
seta_state tndrcade_map
seta_state downtown_map
seta_state calibr50_map
seta_state usclssic_map
seta_state atehate_map
seta_state blandia_map
seta_state blandiap_map
seta_state wrofaero_map
seta_state zombraid_map
seta_state zingzipbl_map
seta_state jjsquawb_map
seta_state orbs_map
seta_state keroppi_map
seta_state blockcar_map
seta_state blockcarb_map
seta_state daioh_map
seta_state daiohp_map
seta_state drgnunit_map
setaroul_state setaroul_map
seta_state extdwnhl_map
seta_state kamenrid_map
seta_state madshark_map
seta_state magspeed_map
seta_state krzybowl_map
seta_state msgundam_map
seta_state oisipuzl_map
seta_state triplfun_map
seta_state kiwame_map
seta_state thunderl_map
seta_state thunderlbl_map
seta_state wiggie_map
seta_state wiggie_sound_map
seta_state umanclub_map
seta_state utoukond_map
seta_state pairlove_map
seta_state crazyfgt_map
jockeyc_state jockeyc_map
jockeyc_state inttoote_map
seta_state tndrcade_sub_map
seta_state twineagl_sub_map
seta_state downtown_sub_map
seta_state calibr50_sub_map
seta_state metafox_sub_map
seta_state utoukond_sound_map
seta_state utoukond_sound_io_map
seta_state blockcarb_sound_map
seta_state blockcarb_sound_portmap
seta_state thunderlbl_sound_map
seta_state thunderlbl_sound_portmap
imolagp_state imolagp_master_map
imolagp_state imolagp_master_io
imolagp_state imolagp_slave_map
imolagp_state imolagp_slave_io
ti99_4x_state memmap
ti99_4x_state cru_map
excali64_state mem_map
excali64_state io_map
vd_state vd_map
vd_state vd_io
hotstuff_state hotstuff_map
fanucspmg_state maincpu_mem
fanucspmg_state maincpu_io
fanucspmg_state subcpu_mem
bcs3_state bcs3_mem
bcs3_state bcs3a_mem
bcs3_state bcs3_io
ampoker2_state ampoker2_map
ampoker2_state ampoker2_io_map
changela_state changela_map
gambl186_state gambl186_map
gambl186_state gambl186_io
jackpool_state jackpool_mem
magtouch_state magtouch_map
magtouch_state magtouch_io
ckz80_state master_map
ckz80_state master_trampoline
pc1401_state pc1401_mem
pc1401_state pc1402_mem
pc1251_state pc1250_mem
pc1251_state pc1251_mem
pc1251_state pc1255_mem
pc1251_state pc1260_mem
pc1251_state pc1261_mem
pc1350_state pc1350_mem
pc1403_state pc1403_mem
pc1403_state pc1403h_mem
pc1403_state pc1421_readmem
pc1403_state pc1421_writemem
segas18_state system18_map
segas18_state decrypted_opcodes_map
segas18_state sound_map
segas18_state sound_portmap
segas18_state mcu_io_map
tomcat_state tomcat_map
tomcat_state dsp_map
tomcat_state sound_map
ssem_state ssem_map
mk85_state mk85_mem
suprridr_state main_map
suprridr_state main_portmap
suprridr_state sound_map
suprridr_state sound_portmap
vt220_state vt220_mem
vt220_state vt220a_mem
vt220_state vt220_io
vt220_state vt220a_io
sprint4_state sprint4_cpu_map
metro_state metro_sound_map
metro_state ymf278_map
metro_state balcube_map
metro_state daitoa_map
metro_state bangball_map
metro_state batlbubl_map
metro_state msgogo_map
metro_state daitorid_map
metro_state dharma_map
metro_state karatour_map
metro_state kokushi_map
metro_state lastfort_map
metro_state lastforg_map
metro_state gakusai_map
metro_state gakusai2_map
metro_state dokyusp_map
metro_state dokyusei_map
metro_state pangpoms_map
metro_state poitto_map
metro_state skyalert_map
metro_state pururun_map
metro_state toride2g_map
metro_state blzntrnd_sound_map
metro_state blzntrnd_sound_io_map
metro_state blzntrnd_map
metro_state mouja_map
metro_state mouja_okimap
metro_state puzzlet_map
metro_state puzzlet_io_map
metro_state vmetal_map
homelab_state homelab2_mem
homelab_state homelab3_mem
homelab_state homelab3_io
homelab_state brailab4_mem
homelab_state brailab4_io
monty_state monty_mem
monty_state mmonty_mem
monty_state monty_io
headonb_state headonb_map
headonb_state headonb_io_map
pokechmp_state pokechmp_map
pokechmp_state pokechmp_sound_map
pokechmp_state pokechmp_oki_map
clshroad_state clshroad_map
clshroad_state clshroad_sound_map
tmc2000e_state tmc2000e_map
tmc2000e_state tmc2000e_io_map
glasgow_state glasgow_mem
glasgow_state amsterd_mem
glasgow_state dallas32_mem
tv912_state prog_map
tv912_state io_map
tv912_state bank_map
lft_state lft_mem
lft_state lft_io
atari_s2_state atari_s2_map
atari_s2_state atari_s3_map
taito_f3_state f3_map
taito_f3_state bubsympb_map
exzisus_state cpua_map
exzisus_state cpub_map
exzisus_state cpuc_map
exzisus_state sound_map
sstrangr_state sstrangr_map
sstrangr_state sstrangr_io_map
mtxl_state at32_map
mtxl_state at32_io
mtxl_state dbank_map
meijinsn_state meijinsn_map
meijinsn_state meijinsn_sound_map
meijinsn_state meijinsn_sound_io_map
docastle_state docastle_map
docastle_state docastle_map2
docastle_state docastle_map3
docastle_state docastle_io_map
docastle_state dorunrun_map
docastle_state dorunrun_map2
docastle_state idsoccer_map
appoooh_state main_map
appoooh_state decrypted_opcodes_map
appoooh_state main_portmap
dribling_state dribling_map
dribling_state io_map
skylncr_state mem_map_skylncr
skylncr_state io_map_skylncr
skylncr_state io_map_mbutrfly
skylncr_state bdream97_opcode_map
skylncr_state ramdac_map
skylncr_state ramdac2_map
royalmah_state royalmah_map
royalmah_state mjapinky_map
royalmah_state tahjong_map
royalmah_state royalmah_iomap
royalmah_state ippatsu_iomap
royalmah_state janyoup2_iomap
royalmah_state seljan_map
royalmah_state seljan_iomap
royalmah_state tahjong_iomap
royalmah_state suzume_iomap
royalmah_state mjyarou_iomap
royalmah_state dondenmj_iomap
royalmah_state makaijan_iomap
royalmah_state daisyari_iomap
royalmah_state mjclub_iomap
royalmah_state mjdiplob_iomap
royalmah_state tontonb_iomap
royalmah_state majs101b_iomap
royalmah_state mjderngr_iomap
royalmah_state mjapinky_iomap
royalmah_state janoh_map
royalmah_state janoh_sub_map
royalmah_state janoh_sub_iomap
royalmah_state jansou_map
royalmah_state jansou_sub_map
royalmah_state jansou_sub_iomap
royalmah_state janptr96_map
royalmah_state janptr96_iomap
royalmah_state mjifb_map
royalmah_state mjdejavu_map
royalmah_state mjtensin_map
royalmah_state cafetime_map
royalmah_state mjvegasa_map
fortecar_state fortecar_map
fortecar_state fortecar_ports
ddayjlc_state main_cpu
ddayjlc_state sound_cpu
ondra_state ondra_mem
ondra_state ondra_io
poly880_state poly880_mem
poly880_state poly880_io
pk8000_state pk8000_mem
pk8000_state pk8000_io
slapfght_state perfrman_map
slapfght_state tigerh_map
slapfght_state tigerh_map_mcu
slapfght_state tigerhb1_map
slapfght_state tigerhb2_map
slapfght_state slapfigh_map
slapfght_state slapfigh_map_mcu
slapfght_state slapfighb1_map
slapfght_state getstar_map
slapfght_state slapfighb2_map
slapfght_state io_map_nomcu
slapfght_state io_map_mcu
slapfght_state getstarb1_io_map
slapfght_state getstarb2_io_map
slapfght_state perfrman_sound_map
slapfght_state tigerh_sound_map
patapata_state main_map
concept_state concept_memmap
wgp_state main_map
wgp_state cpu2_map
wgp_state z80_sound_map
tmc1800_state tmc1800_map
tmc1800_state tmc1800_io_map
osc1000b_state osc1000b_map
osc1000b_state osc1000b_io_map
tmc2000_state tmc2000_map
tmc2000_state tmc2000_io_map
nano_state nano_map
nano_state nano_io_map
namcos16_state namcos16_master_base_map
namcos16_state master_liblrabl_map
namcos16_state master_toypop_map
namcos16_state slave_map
namcos16_state sound_map
sun1_state sun1_mem
magmax_state magmax_map
magmax_state magmax_sound_map
magmax_state magmax_sound_io_map
gameplan_state gameplan_main_map
gameplan_state gameplan_audio_map
gameplan_state leprechn_audio_map
lc80_state lc80_mem
lc80_state sc80_mem
lc80_state lc80_io
samcoupe_state samcoupe_mem
samcoupe_state samcoupe_io
equites_state equites_map
equites_state gekisou_map
equites_state splndrbt_map
equites_state sound_map
equites_state sound_portmap
equites_state mcu_map
go2000_state go2000_map
go2000_state go2000_sound_map
go2000_state go2000_sound_io
esqkt_state kt_map
vega_state vega_map
vega_state vega_io_map
pgm_state pgm_z80_mem
pgm_state pgm_z80_io
pgm_state pgm_base_mem
pgm_state pgm_mem
pgm_state pgm_basic_mem
qdrmfgp_state qdrmfgp_map
qdrmfgp_state qdrmfgp2_map
qdrmfgp_state qdrmfgp_k054539_map
sapi1_state sapi1_mem
sapi1_state sapi2_mem
sapi1_state sapi3_mem
sapi1_state sapi3a_mem
sapi1_state sapi3b_mem
sapi1_state sapi3_io
sapi1_state sapi3a_io
sapi1_state sapi3b_io
blackt96_state blackt96_map
blackt96_state oki1_map
lastfght_state lastfght_map
lastfght_state ramdac_map
pc1512_state pc1512_mem
pc1512_state pc1512_io
pc1640_state pc1640_mem
pc1640_state pc1640_io
m62_state kungfum_map
m62_state kungfum_io_map
m62_state battroad_map
m62_state battroad_io_map
m62_state ldrun_map
m62_state ldrun2_map
m62_state ldrun2_io_map
m62_state ldrun3_map
m62_state ldrun3_io_map
m62_state ldrun4_map
m62_state ldrun4_io_map
m62_state lotlot_map
m62_state kidniki_map
m62_state kidniki_io_map
m62_state spelunkr_map
m62_state spelunk2_map
m62_state youjyudn_map
m62_state youjyudn_io_map
m62_state horizon_map
qix_state main_map
qix_state kram3_main_map
qix_state zoo_main_map
dps1_state mem_map
dps1_state io_map
cop01_state cop01_map
cop01_state io_map
cop01_state mightguy_io_map
cop01_state sound_map
cop01_state audio_io_map
cop01_state mightguy_audio_io_map
wms_state wms_map
wms_state wms_io
wms_state adsp_program_map
wms_state adsp_data_map
b16_state b16_map
b16_state b16_io
dual68_state dual68_mem
dual68_state sio4_mem
dual68_state sio4_io
dectalk_state m68k_mem
dectalk_state tms32010_mem
dectalk_state tms32010_io
wpc_dcs_state wpc_dcs_map
kingdrby_state master_map
kingdrby_state master_io_map
kingdrby_state slave_map
kingdrby_state slave_1986_map
kingdrby_state slave_io_map
kingdrby_state sound_map
kingdrby_state sound_io_map
kingdrby_state cowrace_sound_map
kingdrby_state cowrace_sound_io
thunderx_state scontra_map
thunderx_state thunderx_map
thunderx_state gbusters_map
thunderx_state scontra_bank5800_map
thunderx_state thunderx_bank5800_map
thunderx_state thunderx_sound_map
thunderx_state scontra_sound_map
mjsenpu_state mjsenpu_32bit_map
mjsenpu_state mjsenpu_io
a7800_state a7800_mem
tgtpanic_state prg_map
tgtpanic_state io_map
ddragon_state ddragon_map
ddragon_state dd2_map
ddragon_state sub_map
ddragon_state ddragonba_sub_map
ddragon_state dd2_sub_map
ddragon_state ddragonba_sub_portmap
ddragon_state sound_map
ddragon_state dd2_sound_map
tecmosys_state main_map
tecmosys_state sound_map
tecmosys_state io_map
darkmist_state memmap
darkmist_state decrypted_opcodes_map
mainevt_state mainevt_map
mainevt_state devstors_map
mainevt_state mainevt_sound_map
mainevt_state devstors_sound_map
zms8085_state mem_map
zms8085_state io_map
dragon_state dragon_mem
kas89_state kas89_map
kas89_state kas89_io
kas89_state audio_map
kas89_state audio_io
extrema_state extrema_map
extrema_state extrema_portmap
atarig42_state main_map
segacoin_state main_map
segacoin_state main_portmap
segacoin_state sound_map
segacoin_state sound_portmap
gp32_state gp32_map
spaceg_state spaceg_map
tankbust_state main_map
tankbust_state port_map_cpu2
tankbust_state map_cpu2
force68k_state force68k_mem
shisen_state shisen_map
shisen_state shisen_io_map
shisen_state shisen_sound_map
shisen_state shisen_sound_io_map
atarifb_state atarifb_map
atarifb_state atarifb4_map
atarifb_state abaseb_map
atarifb_state soccer_map
rc702_state rc702_mem
rc702_state rc702_io
chexx_state chexx83_map
chexx_state faceoffh_map
sh4robot_state mem_map
sh4robot_state io_map
pt68k4_state pt68k2_mem
pt68k4_state pt68k4_mem
dmv_state dmv_mem
dmv_state dmv_io
dmv_state upd7220_map
playmark_state bigtwin_main_map
playmark_state bigtwinb_main_map
playmark_state wbeachvl_main_map
playmark_state excelsr_main_map
playmark_state hrdtimes_main_map
playmark_state hotmind_main_map
playmark_state luckboomh_main_map
playmark_state oki_map
_4enlinea_state main_map
_4enlinea_state main_portmap
_4enlinea_state audio_map
_4enlinea_state audio_portmap
kramermc_state kramermc_mem
kramermc_state kramermc_io
pcfx_state pcfx_mem
pcfx_state pcfx_io
sdk86_state sdk86_mem
sdk86_state sdk86_io
globalvr_state globalvr_map
ichibanjyan_state ichibanjyan_map
ichibanjyan_state ichibanjyan_io
gyruss_state main_cpu1_map
gyruss_state main_cpu2_map
gyruss_state audio_cpu1_map
gyruss_state audio_cpu1_io_map
gyruss_state audio_cpu2_map
gyruss_state audio_cpu2_io_map
tosh1000_state tosh1000_romdos
tosh1000_state tosh1000_map
tosh1000_state tosh1000_io
minicom_state i87c52_io
berzerk_state berzerk_map
berzerk_state frenzy_map
berzerk_state berzerk_io_map
videopkr_state i8039_map
videopkr_state i8039_io_port
videopkr_state i8751_map
videopkr_state i8751_io_port
videopkr_state i8039_sound_mem
videopkr_state i8039_sound_port
videopkr_state i8051_sound_mem
videopkr_state i8051_sound_port
uapce_state z80_map
uapce_state pce_mem
uapce_state pce_io
mplay_state megaplay_bios_map
mplay_state megaplay_bios_io_map
chsuper_state chsuper_prg_map
chsuper_state chsuper_portmap
chsuper_state ramdac_map
cat_state cat_mem
nsmpoker_state nsmpoker_map
nsmpoker_state nsmpoker_portmap
pasopia_state pasopia_map
pasopia_state pasopia_io
subsino_state srider_map
subsino_state sharkpy_map
subsino_state victor21_map
subsino_state victor5_map
subsino_state crsbingo_map
subsino_state tisub_map
subsino_state ramdac_map
subsino_state stbsub_map
subsino_state mtrainnv_map
subsino_state subsino_iomap
elwro800_state elwro800_mem
elwro800_state elwro800_io
elwro800_state elwro800_m1
elwro800_state elwro800_bank1
elwro800_state elwro800_bank2
cmmb_state cmmb_map
segag80r_state main_map
segag80r_state g80r_opcodes_map
segag80r_state sega_315_opcodes_map
segag80r_state main_portmap
segag80r_state main_ppi8255_portmap
segag80r_state sindbadm_portmap
segag80r_state sindbadm_sound_map
galpanic_state galpanic_map
galpanic_state galpanica_map
galpanic_state galpanic_oki_map
ti99_2_state ti99_2_memmap
ti99_2_state ti99_2_io
gaelco3d_state main_map
gaelco3d_state main020_map
gaelco3d_state tms_map
gaelco3d_state adsp_program_map
gaelco3d_state adsp_data_map
jungleyo_state jungleyo_map
uknc_state uknc_mem
uknc_state uknc_sub_mem
alien_state alien_map
flyball_state flyball_map
sg1000a_state program_map
sg1000a_state decrypted_opcodes_map
sg1000a_state io_map
sg1000a_state sderby2_io_map
beehive_state beehive_mem
beehive_state beehive_io
twinkle_state main_map
twinkle_state sound_map
twinkle_state rf5c400_map
rc759_state rc759_map
rc759_state rc759_io
twin16_state sound_map
twin16_state main_map
twin16_state sub_map
fround_state fround_map
coco3_state coco3_mem
px4_state px4_mem
px4_state px4_io
px4p_state px4p_io
marineb_state marineb_map
marineb_state marineb_io_map
marineb_state wanted_io_map
toobin_state main_map
hp16500_state hp1650_map
hp16500_state hp1651_map
hp16500_state hp16500a_map
hp16500_state hp16500_map
segald_state mainmem
segald_state mainport
mastboy_state mastboy_map
mastboy_state mastboy_io_map
namcos22_state namcos22_am
namcos22_state namcos22s_am
namcos22_state timecris_am
namcos22_state alpinesa_am
namcos22_state master_dsp_program
namcos22_state master_dsp_data
namcos22_state master_dsp_io
namcos22_state slave_dsp_program
namcos22_state slave_dsp_data
namcos22_state slave_dsp_io
namcos22_state mcu_s22_program
namcos22_state iomcu_s22_program
namcos22_state mcu_s22_io
namcos22_state iomcu_s22_io
namcos22_state mcu_program
namcos22_state mcu_io
namcos22_state alpine_io_map
namcos22_state propcycl_io_map
c128_state z80_mem
c128_state z80_io
c128_state m8502_mem
c128_state vic_videoram_map
c128_state vic_colorram_map
c128_state vdc_videoram_map
giclassic_state satellite_main
giclassicsvr_state server_main
welltris_state main_map
welltris_state sound_map
welltris_state sound_port_map
jupiter2_state jupiter2_mem
jupiter3_state jupiter3_mem
jupiter3_state jupiter3_io
vidbrain_state vidbrain_mem
vidbrain_state vidbrain_io
spectrum_state spectrum_plus3_io
spectrum_state spectrum_plus3_mem
invqix_state invqix_prg_map
invqix_state invqix_io_map
hp2645_state cpu_mem_map
hp2645_state cpu_io_map
olyboss_state olyboss_mem
olyboss_state olyboss_io
x1_state x1_io_banks_common
x1_state x1_io_banks
x1twin_state x1_mem
x1twin_state x1_io
x1twin_state pce_mem
x1twin_state pce_io
dominob_state memmap
dominob_state portmap
rpunch_state main_map
rpunch_state sound_map
segaxbd_state main_map
segaxbd_state decrypted_opcodes_map
segaxbd_state sub_map
segaxbd_state sound_map
segaxbd_state sound_portmap
segaxbd_state smgp_sound2_map
segaxbd_state smgp_sound2_portmap
segaxbd_state smgp_airdrive_map
segaxbd_state smgp_airdrive_portmap
segaxbd_state smgp_comm_map
segaxbd_state smgp_comm_portmap
segaxbd_state rascot_z80_map
segaxbd_state rascot_z80_portmap
dcon_state dcon_map
dcon_state sdgndmps_map
abc1600_state abc1600_mem
abc1600_state mac_mem
cps_state cps2_map
cps_state decrypted_opcodes_map
cps_state dead_cps2_map
rowamet_state rowamet_map
rowamet_state rowamet_sub_map
rowamet_state rowamet_sub_io
next_state next_mem
next_state next_0b_m_nofdc_mem
next_state next_fdc_mem
next_state next_0b_m_mem
next_state next_0c_m_mem
next_state next_0c_c_mem
next_state next_2c_c_mem
aztarac_state main_map
aztarac_state sound_map
dbz_state dbz_map
dbz_state dbz_sound_map
dbz_state dbz_sound_io_map
pro80_state pro80_mem
pro80_state pro80_io
vendetta_state main_map
vendetta_state esckids_map
vendetta_state videobank0_map
vendetta_state videobank1_map
vendetta_state sound_map
esh_state z80_0_mem
esh_state z80_0_io
crbaloon_state main_map
crbaloon_state main_io_map
md_boot_state md_bootleg_map
fanucs15_state maincpu_mem
fanucs15_state pmccpu_mem
fanucs15_state gfxcpu_mem
fanucs15_state convcpu_mem
psion1_state psion1_mem
psion_state psioncm_mem
psion_state psionla_mem
psion_state psionp350_mem
psion_state psionlam_mem
psion_state psionlz_mem
kaneko16_berlwall_state berlwall
kaneko16_state bakubrkr
kaneko16_state blazeon
kaneko16_gtmr_state bloodwar
kaneko16_gtmr_state bonkadv
kaneko16_gtmr_state gtmr_map
kaneko16_gtmr_state gtmr2_map
kaneko16_state mgcrystl
kaneko16_shogwarr_state shogwarr
kaneko16_state blazeon_soundmem
kaneko16_state blazeon_soundport
kaneko16_state wingforc_soundport
kaneko16_shogwarr_state shogwarr_oki1_map
kaneko16_shogwarr_state shogwarr_oki2_map
kaneko16_shogwarr_state brapboys_oki2_map
fresh_state fresh_map
segam1_state segam1_map
segam1_state segam1_sound_map
segam1_state unkm1_sound_map
segam1_state segam1_sound_io_map
segam1_state segam1_comms_map
wiz_state kungfut_main_map
wiz_state decrypted_opcodes_map
wiz_state wiz_main_map
wiz_state stinger_main_map
wiz_state kungfut_sound_map
wiz_state stinger_sound_map
primo_state primoa_port
primo_state primob_port
primo_state primo32_mem
primo_state primo48_mem
primo_state primo64_mem
pcm_state pcm_mem
pcm_state pcm_io
avt_state avt_map
avt_state avt_portmap
itt3030_state itt3030_map
itt3030_state lower48_map
itt3030_state itt3030_io
rocnrope_state rocnrope_map
model2_state model2_base_mem
model2_state model2o_mem
model2_state model2a_crx_mem
model2_state model2b_crx_mem
model2_state model2c_crx_mem
model2_state model2_snd
model2_state copro_sharc_map
model2_state geo_sharc_map
model2_state copro_tgp_map
model2_state drive_map
model2_state drive_io_map
model2_state rchase2_iocpu_map
model2_state rchase2_ioport_map
model2_state copro_tgpx4_map
foodf_state main_map
chaos_state mem_map
chaos_state io_map
chaos_state data_map
ccs_state ccs2810_mem
ccs_state ccs2810_io
ccs_state ccs2422_io
a6809_state a6809_mem
a6809_state a6809_io
dorachan_state dorachan_map
dorachan_state dorachan_io_map
s7_state s7_main_map
s7_state s7_audio_map
napple2_state apple2_map
napple2_state inhbank_map
route16_state route16_cpu1_map
route16_state routex_cpu1_map
route16_state stratvox_cpu1_map
route16_state speakres_cpu1_map
route16_state ttmahjng_cpu1_map
route16_state route16_cpu2_map
route16_state stratvox_cpu2_map
route16_state cpu1_io_map
msisaac_state msisaac_map
msisaac_state msisaac_sound_map
rbmk_state rbmk_mem
rbmk_state rbspm_mem
rbmk_state mcu_mem
rbmk_state mcu_io
mstation_state mstation_banked_map
mstation_state mstation_mem
mstation_state mstation_io
copsnrob_state main_map
mu100_state mu100_map
mu100_state mu100_iomap
_5clown_state fclown_map
_5clown_state fcaudio_map
cobra_state cobra_main_map
cobra_state cobra_sub_map
cobra_state cobra_gfx_map
mk14_state mem_map
amico2k_state amico2k_mem
hp64k_state cpu_mem_map
hp64k_state cpu_io_map
paranoia_state pce_mem
paranoia_state pce_io
paranoia_state paranoia_8085_map
paranoia_state paranoia_8085_io_map
paranoia_state paranoia_z80_map
paranoia_state paranoia_z80_io_map
s6a_state s6a_main_map
s6a_state s6a_audio_map
jpmsys5_state jpm_sys5_common_map
jpmsys5_state m68000_awp_map
jpmsys5_state m68000_awp_map_saa
jpmsys5_state m68000_map
sbowling_state main_map
sbowling_state port_map
shanghai_state shanghai_map
shanghai_state shangha2_map
shanghai_state shanghai_portmap
shanghai_state shangha2_portmap
shanghai_state kothello_map
shanghai_state kothello_sound_map
shanghai_state hd63484_map
jpmsru_state jpmsru_map
jpmsru_state jpmsru_4_map
jpmsru_state jpmsru_io
md6802_state md6802_map
mp68a_state mp68a_map
bwidow_state bwidow_map
bwidow_state bwidowp_map
bwidow_state spacduel_map
xorworld_state xorworld_map
pcd_state pcd_map
pcd_state pcd_io
pcd_state pcx_io
midvunit_state midvunit_map
midvunit_state midvplus_map
m72_state m72_cpu1_common_map
m72_state m72_map
m72_state rtype_map
m72_state xmultiplm72_map
m72_state dbreedm72_map
m72_state m81_cpu1_common_map
m72_state xmultipl_map
m72_state dbreed_map
m72_state hharry_map
m72_state m84_cpu1_common_map
m72_state rtype2_map
m72_state hharryu_map
m72_state kengo_map
m72_state m82_map
m72_state m72_portmap
m72_state m84_portmap
m72_state m84_v33_portmap
m72_state poundfor_portmap
m72_state m82_portmap
m72_state m81_portmap
m72_state sound_ram_map
m72_state sound_rom_map
m72_state rtype_sound_portmap
m72_state sound_portmap
m72_state rtype2_sound_portmap
m72_state poundfor_sound_portmap
m72_state mcu_io_map
subsino2_state bishjan_map
subsino2_state ramdac_map
subsino2_state new2001_base_map
subsino2_state new2001_map
subsino2_state humlan_map
subsino2_state mtrain_map
subsino2_state mtrain_io
subsino2_state saklove_map
subsino2_state saklove_io
subsino2_state xplan_map
subsino2_state xplan_io
subsino2_state expcard_io
subsino2_state xtrain_io
jackal_state master_map
jackal_state slave_map
mcb216_state mcb216_mem
mcb216_state mcb216_io
mcb216_state cb308_mem
tvgame_state mem_map
tvgame_state io_map
higemaru_state higemaru_map
midxunit_state main_map
pcat_nit_state pcat_map
pcat_nit_state bonanza_map
pcat_nit_state pcat_nit_io
pcat_nit_state bonanza_io_map
b2m_state b2m_mem
b2m_state b2m_io
b2m_state b2m_rom_io
lsasquad_state lsasquad_map
lsasquad_state lsasquad_sound_map
lsasquad_state storming_map
lsasquad_state daikaiju_map
lsasquad_state daikaiju_sound_map
quizpun2_state quizpun2_map
quizpun2_state quizpun2_io_map
quizpun2_state quizpun2_cop_map
quizpun2_state quizpun2_sound_map
quizpun2_state quizpun2_sound_io_map
towns_state towns_mem
towns_state marty_mem
towns_state ux_mem
towns_state towns_io
towns_state towns16_io
svmu_state svmu_mem
svmu_state svmu_io_mem
segaybd_state main_map
segaybd_state subx_map
segaybd_state suby_map
segaybd_state sound_map
segaybd_state sound_portmap
segaybd_state main_map_link
segaybd_state link_map
segaybd_state link_portmap
segaybd_state motor_map
nes_vt_state nes_vt_map
nes_vt_state nes_vt_xx_map
nes_vt_state nes_vt_cy_map
nes_vt_state nes_vt_bt_map
nes_vt_state nes_vt_hh_map
nes_vt_state nes_vt_dg_map
nes_vt_state prg_map
scregg_state dommy_map
scregg_state eggs_map
namco_30test_state namco_30test_map
namco_30test_state namco_30test_io
eprom_state main_map
eprom_state guts_map
eprom_state extra_map
jonos_state jonos_mem
coinmvga_state coinmvga_map
coinmvga_state coinmvga_io_map
coinmvga_state ramdac_map
coinmvga_state ramdac2_map
xybots_state main_map
ps2_state ps2_16_map
ps2_state ps2_32_map
ps2_state ps2_16_io
ps2_state ps2_32_io
thayers_state thayers_map
thayers_state thayers_io_map
galastrm_state galastrm_map
pkscram_state pkscramble_map
firebeat_state firebeat_map
firebeat_state spu_map
iqblock_state main_map
iqblock_state main_portmap
eti660_state mem_map
eti660_state io_map
crvision_state crvision_map
laser2001_state lasr2001_map
myvision_state myvision_mem
myvision_state myvision_io
abc800c_state abc800c_mem
abc800_state abc800c_io
abc800_state abc800m_mem
abc800_state abc800m_io
abc802_state abc802_mem
abc802_state abc802_io
abc806_state abc806_mem
abc806_state abc806_io
mtx_state mtx_mem
mtx_state mtx_io
mtx_state rs128_io
studio2_state studio2_map
studio2_state studio2_io_map
visicom_state visicom_map
visicom_state visicom_io_map
mpt02_state mpt02_map
mpt02_state mpt02_io_map
lethal_state le_main
lethal_state bank4000_map
lethal_state le_sound
dacholer_state main_map
dacholer_state itaten_main_map
dacholer_state main_io_map
dacholer_state snd_map
dacholer_state itaten_snd_map
dacholer_state snd_io_map
dacholer_state itaten_snd_io_map
zac_1_state zac_1_map
zac_1_state zac_1_io
zac_1_state zac_1_data
zac_1_state locomotp_map
zac_1_state locomotp_io
zac_1_state locomotp_data
warriorb_state darius2d_map
warriorb_state warriorb_map
warriorb_state z80_sound_map
aces1_state aces1_map
aces1_state aces1_portmap
riscpc_state a7000_mem
einstein_state einstein_mem
einstein_state einstein_io
pve500_state maincpu_io
pve500_state maincpu_prg
pve500_state subcpu_io
pve500_state subcpu_prg
beezer_state main_map
beezer_state banked_map
beezer_state sound_map
powerbal_state magicstk_main_map
powerbal_state powerbal_main_map
powerbal_state oki_map
neoprint_state neoprint_map
neoprint_state nprsp_map
neoprint_state neoprint_audio_map
neoprint_state neoprint_audio_io_map
fitfight_state fitfight_main_map
fitfight_state bbprot_main_map
fitfight_state snd_mem
alinvade_state alinvade_map
sfbonus_state sfbonus_map
sfbonus_state sfbonus_io
sfbonus_state ramdac_map
hk68v10_state hk68v10_mem
gng_state gng_map
gng_state diamond_map
gng_state sound_map
unistar_state unistar_mem
unistar_state unistar_io
istrebiteli_state mem_map
istrebiteli_state io_map
c80_state c80_mem
c80_state c80_io
